,SPX,VIX,ST,MT,SPXC,VIXC,STC,MTC,VIXRA52,STRA52,MTRA52,VIXRP52,STRP52,MTRP52,VS030,VIXRA26,STRA26,MTRA26
2011-03-18,1279.2,24.44,14294.69,136313.3,-0.019229,0.217131474,0.064239943,0.001428899,-0.104204805,-0.196359257,-0.339514793,-0.082800234,-0.158551308,-0.206580467,1.042257889,-0.100274872,-0.19021493,-0.29389264
2011-03-25,1313.8,17.91,12209.48,128982.8,0.027048155,-0.267184943,-0.145873048,-0.053776851,-0.10331671,-0.195997658,-0.341469428,-0.078724382,-0.156316,-0.209831683,0.898387675,-0.096647743,-0.19053991,-0.305493921
2011-04-01,1332.41,17.4,11838.77,126258.2,0.014165018,-0.028475712,-0.030362472,-0.021123747,-0.103397775,-0.196277232,-0.341550579,-0.078440831,-0.154686333,-0.209594997,0.885979269,-0.096445984,-0.191132022,-0.30522366
2011-04-08,1328.17,17.87,11778.91,128506.9,-0.003182204,0.027011494,-0.005056269,0.017810328,-0.104045139,-0.19646598,-0.341604099,-0.078440831,-0.154686333,-0.209594997,0.896381225,-0.097581968,-0.192629581,-0.31007659
2011-04-15,1319.68,15.32,11129.5,127999.1,-0.006392254,-0.142697258,-0.055133285,-0.003951539,-0.101280442,-0.194457782,-0.342793692,-0.078273367,-0.154519763,-0.229177132,0.792169898,-0.089240688,-0.203837159,-0.322405633
2011-04-22,1337.38,14.69,10132.01,124646.4,0.013412342,-0.041122715,-0.089625769,-0.026193153,-0.102430198,-0.195796255,-0.341990566,-0.078329216,-0.153151763,-0.229622287,0.810482759,-0.091886387,-0.203919604,-0.325032479
2011-04-29,1363.61,14.75,9415.86,117657.9,0.019612975,0.004084411,-0.070681928,-0.056066601,-0.12315232,-0.221948296,-0.356569238,-0.07574992,-0.153137844,-0.227835565,0.850231601,-0.08539284,-0.197499216,-0.308020099
2011-05-06,1340.2,18.4,10132.08,122112.3,-0.017167665,0.247457627,0.076065277,0.037858911,-0.122786671,-0.220516123,-0.358573803,-0.080078197,-0.152545506,-0.228627457,0.965879265,-0.08148233,-0.191906872,-0.310369617
2011-05-13,1337.77,17.07,9645.77,119545,-0.001813162,-0.072282609,-0.047997055,-0.02102409,-0.117710276,-0.233565123,-0.384281345,-0.080078197,-0.152545506,-0.228627457,0.922168628,-0.083575049,-0.196772031,-0.315495436
2011-05-20,1333.27,17.43,9357.67,121918.2,-0.003363807,0.021089631,-0.029868015,0.019851939,-0.124408196,-0.246453664,-0.397054134,-0.094228926,-0.176973871,-0.256413819,0.953873818,-0.087377163,-0.194666739,-0.311788701
2011-05-27,1331.1,15.98,8892.72,116866.8,-0.001627577,-0.083189902,-0.049686514,-0.041432698,-0.120860458,-0.244790484,-0.38577719,-0.094228926,-0.176973871,-0.256413819,0.90216953,-0.079639227,-0.182017134,-0.279456157
2011-06-03,1300.16,17.95,9200.02,118254.8,-0.023243934,0.123279099,0.034556356,0.011876769,-0.123242014,-0.245977901,-0.388080679,-0.096248434,-0.176604087,-0.260443371,0.958794353,-0.084253961,-0.192433596,-0.300006531
2011-06-10,1270.98,18.86,9358.18,119221.1,-0.022443392,0.050696379,0.017191267,0.008171338,-0.124678336,-0.251136481,-0.393805622,-0.097981603,-0.180750466,-0.264843796,0.972164948,-0.088239218,-0.201193143,-0.31128939
2011-06-17,1271.5,21.85,10248.84,123994,0.000409133,0.158536585,0.095174489,0.040034021,-0.116501213,-0.23326113,-0.376711885,-0.093966395,-0.160878348,-0.258490624,1.016924053,-0.083934581,-0.176374763,-0.291913695
2011-06-24,1268.44,21.1,10026.95,123845.7,-0.002406606,-0.034324943,-0.021650255,-0.001196026,-0.112157753,-0.219312311,-0.36027659,-0.093966395,-0.160878348,-0.258490624,0.998985458,-0.083803916,-0.176374605,-0.304350213
2011-07-01,1339.67,15.87,8192.97,111174.2,0.056155593,-0.247867299,-0.182905071,-0.102316835,-0.113164145,-0.219095487,-0.360392661,-0.097640491,-0.164584807,-0.268005398,0.915074135,-0.10218682,-0.208676731,-0.3674408
2011-07-08,1343.8,15.95,8302.75,109420.5,0.003082849,0.005040958,0.013399292,-0.015774343,-0.112381721,-0.218190325,-0.366565298,-0.099073063,-0.165036387,-0.271843206,0.894094094,-0.101163406,-0.213873311,-0.371295986
2011-07-15,1316.14,19.53,9333.31,115856.7,-0.02058342,0.224451411,0.12412273,0.058820788,-0.109549723,-0.209356016,-0.356755857,-0.096196458,-0.159645463,-0.260047159,0.96708816,-0.105225344,-0.206164252,-0.365768616
2011-07-22,1345.02,17.52,8428.94,110531.8,0.021942954,-0.102918587,-0.096897028,-0.045961088,-0.110454085,-0.210775306,-0.369726456,-0.096518739,-0.159818989,-0.261308168,0.950182072,-0.107453816,-0.20750034,-0.375088286
2011-07-29,1292.28,25.25,9548.43,112475.2,-0.039211313,0.441210046,0.13281504,0.01758227,-0.107572828,-0.215542204,-0.380984053,-0.096461938,-0.160216029,-0.264201654,1.196682464,-0.102694614,-0.212878329,-0.391809265
2011-08-05,1199.38,32,12442.44,124402.4,-0.071888445,0.267326733,0.303087523,0.106042932,-0.115963257,-0.215370398,-0.414821151,-0.096461938,-0.160216029,-0.264201654,1.158041669,-0.118487831,-0.21854007,-0.459688941
2011-08-12,1178.81,36.36,13812.44,129675.7,-0.017150528,0.13625,0.110107021,0.042389054,-0.117227068,-0.213349577,-0.413450539,-0.096461938,-0.160216029,-0.264201654,1.216344086,-0.118835934,-0.21655473,-0.479034668
2011-08-19,1123.53,43.05,17426.22,144664.1,-0.04689475,0.183993399,0.261632268,0.115583722,-0.122877,-0.209328757,-0.411006685,-0.096461938,-0.160216029,-0.264201654,1.194174757,-0.124727541,-0.207717047,-0.46486069
2011-08-26,1176.8,35.59,16780.22,148597.6,0.047413064,-0.173286876,-0.037070575,0.027190575,-0.124480305,-0.208610781,-0.386099987,-0.101014769,-0.146601745,-0.192182524,1.06012766,-0.132692779,-0.214834025,-0.441063054
2011-09-02,1173.97,33.92,17073.99,148307.5,-0.002404827,-0.046923293,0.017506922,-0.001952252,-0.123770078,-0.208588044,-0.386146005,-0.100276855,-0.144751189,-0.188464747,1.011405143,-0.131411932,-0.214662007,-0.443310811
2011-09-09,1154.23,38.52,18643.74,154869,-0.01681474,0.135613208,0.091938088,0.044242537,-0.123959815,-0.20813502,-0.384602288,-0.101116452,-0.145321619,-0.188464127,1.070637284,-0.133712059,-0.213083617,-0.441693367
2011-09-16,1216.01,30.98,16801.37,150368.3,0.053524861,-0.195742471,-0.098819765,-0.029061336,-0.128575681,-0.214236165,-0.395405878,-0.112943006,-0.159481001,-0.195677026,0.97203048,-0.147638455,-0.227989232,-0.464209736
2011-09-23,1136.43,41.25,20608.61,163472.4,-0.065443541,0.331504196,0.22660295,0.087146692,-0.135417979,-0.222218191,-0.421203251,-0.112943006,-0.159481001,-0.195677026,1.067467652,-0.15423462,-0.235965866,-0.494182594
2011-09-30,1131.42,42.96,22019.61,169031,-0.004408543,0.041454545,0.068466529,0.034003294,-0.135228576,-0.221411009,-0.41619391,-0.113081134,-0.161295542,-0.195929452,1.062802615,-0.154258819,-0.23536458,-0.490250199
2011-10-07,1155.46,36.2,20321.12,166797.7,0.021247636,-0.15735568,-0.077135335,-0.013212369,-0.135152118,-0.222544616,-0.422924616,-0.111614026,-0.161660309,-0.200488835,0.98733684,-0.160847461,-0.24110588,-0.49839075
2011-10-14,1224.58,28.24,16400.47,148134.7,0.059820331,-0.219889503,-0.19293474,-0.111890032,-0.140255095,-0.2336868,-0.440854422,-0.12166031,-0.195446915,-0.260408626,0.960777643,-0.167547145,-0.250657022,-0.503452669
2011-10-21,1238.25,31.32,17736.93,150317.4,0.011163011,0.109065156,0.081489128,0.014734563,-0.139895179,-0.229531921,-0.439559547,-0.117067423,-0.173530357,-0.252512423,0.996907967,-0.164658195,-0.247505022,-0.512032543
2011-10-28,1285.09,24.53,14823.62,133544,0.037827579,-0.216794381,-0.164251085,-0.11158655,-0.138999197,-0.228617895,-0.429145878,-0.115980637,-0.17222616,-0.243864394,0.942374184,-0.169269409,-0.24354602,-0.481721687
2011-11-04,1253.23,30.16,17630.69,147745.8,-0.024792038,0.22951488,0.189364676,0.106345474,-0.137842067,-0.2221494,-0.414830318,-0.115980637,-0.17222616,-0.243864394,0.985528896,-0.169211755,-0.240786794,-0.460525755
2011-11-11,1263.86,30.04,17812.31,152175.9,0.008482082,-0.00397878,0.010301355,0.029984609,-0.140275935,-0.224708205,-0.413989549,-0.120486588,-0.175260703,-0.242816726,0.983536015,-0.169461411,-0.243574962,-0.456810423
2011-11-18,1215.65,32,19112.85,161478.4,-0.038145048,0.065246338,0.073013551,0.061129916,-0.144789304,-0.227414769,-0.420522978,-0.120486588,-0.175260703,-0.242816726,0.990154712,-0.173467452,-0.250186741,-0.478119062
2011-11-25,1158.67,34.47,20322.55,168647.9,-0.046872044,0.0771875,0.063292497,0.044399127,-0.146730596,-0.229668849,-0.426652787,-0.12229937,-0.174551974,-0.240973011,0.994600165,-0.174444429,-0.25257502,-0.48808219
2011-12-02,1244.28,27.52,16595.68,150773.8,0.073886439,-0.201624601,-0.183385943,-0.105984717,-0.153813438,-0.240595658,-0.453213467,-0.135958251,-0.201453775,-0.298408303,0.96139738,-0.18348485,-0.263286449,-0.508601343
2011-12-09,1255.19,26.38,16370.4,150876,0.008768123,-0.041424419,-0.013574617,0.000677837,-0.154939809,-0.240713449,-0.453281546,-0.137548282,-0.200042504,-0.295445983,0.918820749,-0.186804473,-0.265480915,-0.513062836
2011-12-16,1219.66,24.29,15918.8,152020.9,-0.028306472,-0.079226687,-0.027586375,0.007588351,-0.151468857,-0.238409287,-0.454181185,-0.137766555,-0.198764968,-0.293197652,0.850628479,-0.182109753,-0.261988883,-0.513191622
2011-12-23,1265.33,20.73,14145.63,139441.7,0.037444862,-0.146562371,-0.111388421,-0.082746517,-0.153495918,-0.240255444,-0.456099898,-0.137999399,-0.195395206,-0.285247294,0.803488372,-0.181110526,-0.26170863,-0.505468322
2011-12-30,1257.61,23.4,14654.77,140274.9,-0.006101175,0.128798842,0.035992741,0.005975257,-0.152467715,-0.240219424,-0.456826961,-0.136829049,-0.193811744,-0.283960743,0.870639825,-0.179463399,-0.261736169,-0.507490254
2012-01-06,1277.81,20.63,12897.2,132133.8,0.016062213,-0.118376068,-0.119931599,-0.058036755,-0.152019264,-0.240508238,-0.456587986,-0.135843415,-0.194812739,-0.28378722,0.862535464,-0.182012708,-0.256164362,-0.498956899
2012-01-13,1289.09,20.91,12723.28,132840,0.008827603,0.013572467,-0.013485098,0.005344583,-0.154716381,-0.240522283,-0.456282794,-0.136623307,-0.196925848,-0.287490312,0.873655152,-0.182040705,-0.258428706,-0.501599704
2012-01-20,1315.38,18.28,11553.89,128706.5,0.020394232,-0.12577714,-0.091909476,-0.031116381,-0.154802647,-0.239915694,-0.459520048,-0.135441505,-0.195189595,-0.287625267,0.827737887,-0.207302422,-0.253438884,-0.498633763
2012-01-27,1316.33,18.53,10676.31,124233.9,0.000722225,0.013676149,-0.075955371,-0.034750382,-0.156111474,-0.23712529,-0.458835387,-0.143830299,-0.194149524,-0.292515727,0.891110195,-0.198394518,-0.247765441,-0.463513716
2012-02-03,1344.9,17.1,9744.4,120596.8,0.021704284,-0.077172153,-0.087287649,-0.029276228,-0.15640763,-0.236855343,-0.464134019,-0.14376193,-0.192423602,-0.298224468,0.886600993,-0.201015942,-0.24860637,-0.463153819
2012-02-10,1342.64,20.79,11329.75,125301.4,-0.001680422,0.215789474,0.162693444,0.039010985,-0.152224094,-0.228668904,-0.467156272,-0.146065478,-0.196314152,-0.309454051,0.902511628,-0.180068638,-0.241438493,-0.45913757
2012-02-17,1361.23,17.78,10851.68,129445.7,0.013845856,-0.144781145,-0.042195988,0.03307465,-0.151564157,-0.228956548,-0.462918948,-0.142454474,-0.197268399,-0.296711137,0.802280745,-0.172820026,-0.2384735,-0.469190128
2012-02-24,1365.74,17.31,10259.22,129537.5,0.00331318,-0.026434196,-0.054596155,0.000709178,-0.151511027,-0.227986856,-0.462938485,-0.141793111,-0.194552492,-0.295073493,0.79980198,-0.173523872,-0.236509656,-0.469067816
2012-03-02,1369.63,17.29,9933.61,128314.6,0.002848273,-0.001155402,-0.03173828,-0.00944051,-0.15125855,-0.227460499,-0.463242843,-0.144231148,-0.198273497,-0.30106289,0.79690535,-0.174427955,-0.236796626,-0.468217467
2012-03-09,1370.87,17.11,9460.98,124463.6,0.000905354,-0.010410642,-0.047578876,-0.030012173,-0.153067838,-0.22599758,-0.459915147,-0.146934273,-0.201035846,-0.301163031,0.798466667,-0.168658655,-0.227708258,-0.45252992
2012-03-16,1404.17,14.47,8826.85,120304.1,0.024291144,-0.154295733,-0.067025826,-0.033419409,-0.156589159,-0.228575699,-0.461408209,-0.159794139,-0.20760707,-0.302390445,0.68852069,-0.155349901,-0.21204864,-0.415152744
2012-03-23,1397.11,14.82,6987.24,113201.3,-0.005027881,0.024187975,-0.208410701,-0.059040382,-0.1564338,-0.211319934,-0.446990974,-0.159786523,-0.207403731,-0.301435449,0.84893617,-0.155777703,-0.180116949,-0.397444083
2012-03-30,1408.47,15.5,6837.94,105942.8,0.008131071,0.045883941,-0.021367521,-0.064120288,-0.156009949,-0.211405862,-0.438315837,-0.157344489,-0.209046533,-0.285637024,0.877476749,-0.155922406,-0.179039346,-0.384736225
2012-04-06,1398.08,16.7,7438.14,108749.7,-0.007376799,0.077419355,0.087774973,0.026494486,-0.160097534,-0.2115011,-0.437734101,-0.157344489,-0.209046533,-0.285637024,0.849255358,-0.142957932,-0.159115378,-0.361303127
2012-04-13,1370.26,19.55,7946.52,114904.7,-0.019898718,0.170658683,0.068347732,0.056597857,-0.159449076,-0.213129076,-0.435975702,-0.156951786,-0.211627936,-0.284927999,0.908773969,-0.150269653,-0.17386204,-0.367516144
2012-04-20,1378.53,17.44,7226.41,109265.5,0.006035351,-0.107928389,-0.090619542,-0.049077192,-0.157802055,-0.210740231,-0.432743475,-0.158057383,-0.207641927,-0.282196646,0.87412287,-0.144629982,-0.164867015,-0.365612395
2012-04-27,1403.36,16.32,6631.66,104685.8,0.01801194,-0.064220183,-0.082302277,-0.041913504,-0.162012284,-0.210472812,-0.432146802,-0.158120825,-0.20674481,-0.280787754,0.872260823,-0.151570887,-0.175662045,-0.400612572
2012-05-04,1369.1,19.16,7181.01,105860.6,-0.024412838,0.174019608,0.08283748,0.011222152,-0.163051805,-0.212395069,-0.435387341,-0.158120825,-0.20674481,-0.280787754,0.923564247,-0.151715937,-0.183580901,-0.430587586
2012-05-11,1353.39,19.89,7227.7,107657.2,-0.011474691,0.038100209,0.006501871,0.016971376,-0.163205594,-0.212987837,-0.436620838,-0.158120825,-0.20674481,-0.280787754,0.939473684,-0.145225484,-0.171753904,-0.414547095
2012-05-18,1295.22,25.1,9414.15,122101.9,-0.042980959,0.261940674,0.302509789,0.134173098,-0.165372687,-0.205966804,-0.429679336,-0.158120825,-0.20674481,-0.280787754,0.899055682,-0.142168406,-0.148559589,-0.35463568
2012-05-25,1317.82,21.76,8258.91,115492,0.017448773,-0.133067729,-0.12271315,-0.054134293,-0.163891971,-0.203701195,-0.426191862,-0.155937437,-0.200326165,-0.276311941,0.878431373,-0.116380644,-0.119866803,-0.287474304
2012-06-01,1278.05,26.66,9287.49,124190.7,-0.030178628,0.225183824,0.124541858,0.075318637,-0.162902999,-0.204428692,-0.425228388,-0.155937437,-0.200326165,-0.276311941,0.94204947,-0.11953383,-0.127466605,-0.299898548
2012-06-08,1325.66,21.23,7459.14,113431.5,0.037252064,-0.203675919,-0.196861585,-0.086634506,-0.165502724,-0.205253864,-0.428187844,-0.172252179,-0.206934613,-0.275124521,0.919758626,-0.132425865,-0.135238756,-0.307431422
2012-06-15,1342.84,21.11,7413.7,114961.9,0.012959582,-0.005652379,-0.006091855,0.013491843,-0.166028436,-0.205597728,-0.426931493,-0.170243698,-0.204160605,-0.271465772,0.901380099,-0.127333586,-0.128098575,-0.28719242
2012-06-22,1335.02,18.11,6825.89,111592.5,-0.005823479,-0.142112743,-0.079286996,-0.029308841,-0.15957416,-0.199071053,-0.416599968,-0.164968664,-0.192903611,-0.24872226,0.817870968,-0.120090709,-0.124913127,-0.28078891
2012-06-29,1362.16,17.08,6178.01,104359.9,0.020329283,-0.056874655,-0.094915095,-0.064812599,-0.160039911,-0.199174195,-0.414087085,-0.163008628,-0.190543375,-0.237489992,0.833461136,-0.121817543,-0.126541857,-0.282902005
2012-07-06,1354.68,17.1,5779.97,99701.2,-0.005491279,0.00117096,-0.064428513,-0.04464071,-0.162192853,-0.198118641,-0.408707811,-0.163008628,-0.190543375,-0.237489992,0.865353335,-0.122110984,-0.125087397,-0.275164328
2012-07-13,1356.78,16.74,5459.88,97107.7,0.001550182,-0.021052632,-0.05537918,-0.026012726,-0.161818579,-0.197151647,-0.406581869,-0.165968185,-0.194266502,-0.241155124,0.874314494,-0.120928166,-0.122375492,-0.269663109
2012-07-20,1362.66,16.27,5395.69,96484.5,0.00433379,-0.028076464,-0.011756669,-0.006417617,-0.174598168,-0.194737772,-0.403012778,-0.167811151,-0.196789423,-0.24676714,0.84057864,-0.120868788,-0.123539229,-0.272595121
2012-07-27,1385.97,16.7,5281.77,96564.7,0.017106248,0.02642901,-0.021113148,0.000831222,-0.166312234,-0.188489744,-0.381679904,-0.160822398,-0.193959771,-0.243657333,0.867790068,-0.117577363,-0.120858168,-0.264943331
2012-08-03,1390.99,15.64,4936.97,95137.9,0.003622012,-0.063473054,-0.065281146,-0.014775586,-0.166179354,-0.188146419,-0.380551113,-0.161846376,-0.194684136,-0.247847556,0.853179551,-0.130606306,-0.134185069,-0.272662338
2012-08-10,1405.87,14.74,4715.23,93261.1,0.010697417,-0.057544757,-0.044914188,-0.019727154,-0.162035898,-0.188843679,-0.376481245,-0.162376878,-0.195604115,-0.249271875,0.822479075,-0.133686883,-0.134061054,-0.292343155
2012-08-17,1418.16,13.45,4578.7,93387.7,0.008741918,-0.087516961,-0.028955109,0.001357479,-0.158249547,-0.187676002,-0.389879035,-0.156408763,-0.206143083,-0.303410718,0.899665552,-0.132706976,-0.134308588,-0.290983045
2012-08-24,1411.13,15.18,4666.78,96998.6,-0.004957128,0.128624535,0.019236901,0.038665692,-0.156816169,-0.187826083,-0.386806659,-0.156408763,-0.206143083,-0.303410718,0.801962264,-0.128661079,-0.134370055,-0.284422674
2012-08-31,1406.58,17.47,4742.41,95952.6,-0.003224366,0.15085639,0.016206035,-0.010783661,-0.153994675,-0.187894727,-0.386265372,-0.156408763,-0.206143083,-0.303410718,0.880813901,-0.123041017,-0.134577434,-0.286450582
2012-09-07,1437.92,14.38,3862.87,88021.3,0.022280994,-0.176874642,-0.185462666,-0.082658521,-0.148164419,-0.179745714,-0.375057572,-0.142043023,-0.182453555,-0.294757258,0.862368816,-0.120873236,-0.131693239,-0.280890192
2012-09-14,1465.77,14.51,3881.93,82413.2,0.019368254,0.009040334,0.004934155,-0.063712988,-0.139266888,-0.166578999,-0.349540684,-0.136929762,-0.173588604,-0.290607362,0.844656965,-0.120551764,-0.152240659,-0.298198608
2012-09-21,1460.15,13.98,3587.3,79649.2,-0.003834162,-0.036526533,-0.075897814,-0.033538317,-0.138756369,-0.166236676,-0.349295238,-0.136929762,-0.173588604,-0.290607362,0.859703066,-0.120608745,-0.149042663,-0.301889372
2012-09-28,1440.67,15.73,3667.92,78890,-0.013341095,0.125178827,0.022473727,-0.009531797,-0.139378884,-0.166432584,-0.349768982,-0.139976325,-0.17345318,-0.29477247,0.92974753,-0.120675709,-0.15386192,-0.303679429
2012-10-05,1460.93,14.33,3522.82,75485.1,0.014062901,-0.089001907,-0.039559205,-0.043160096,-0.131680485,-0.156998201,-0.333212939,-0.122608711,-0.150544413,-0.258342846,0.867358409,-0.120363976,-0.151476322,-0.304470113
2012-10-12,1428.59,16.14,3689.01,74317.4,-0.022136584,0.126308444,0.047175274,-0.015469278,-0.136696885,-0.16465307,-0.336093031,-0.141048694,-0.177215608,-0.266902608,0.916301703,-0.126142523,-0.157222117,-0.308229805
2012-10-19,1433.19,17.06,3602.39,73796,0.003219958,0.057001239,-0.023480554,-0.007015854,-0.134133491,-0.16095287,-0.334750879,-0.135682645,-0.17403902,-0.268436822,0.972029421,-0.123473605,-0.155389518,-0.303645657
2012-10-26,1411.94,17.81,3735.81,73266,-0.014827064,0.043962485,0.037036523,-0.007181961,-0.136300625,-0.165732486,-0.349474298,-0.135682645,-0.17403902,-0.268436822,0.970950156,-0.12230528,-0.152833156,-0.297034949
2012-11-02,1414.2,17.59,3659.34,72858.6,0.001600635,-0.012352611,-0.020469456,-0.00556056,-0.136275875,-0.166794139,-0.358322782,-0.138398483,-0.182849121,-0.291739355,0.971056782,-0.121293128,-0.151726411,-0.294370516
2012-11-09,1379.85,18.61,3845.62,74768.3,-0.024289351,0.057987493,0.050905355,0.026211044,-0.134681634,-0.163570244,-0.352747734,-0.138398483,-0.182849121,-0.291739355,0.967112101,-0.112655907,-0.17396954,-0.308689857
2012-11-16,1359.88,16.41,3551.26,72755.6,-0.014472588,-0.118216013,-0.076544224,-0.026919162,-0.124111301,-0.152623162,-0.331504454,-0.138398483,-0.182849121,-0.291739355,0.909411183,-0.099849994,-0.16495181,-0.298376396
2012-11-23,1409.15,15.14,3141.18,67922.5,0.036231138,-0.077391834,-0.115474508,-0.066429251,-0.112159305,-0.138234114,-0.298720612,-0.099978027,-0.131158789,-0.208624192,0.92558952,-0.097896085,-0.170969757,-0.318963764
2012-11-30,1416.18,15.87,3025.02,66412.2,0.004988823,0.048216645,-0.036979734,-0.022235636,-0.111315767,-0.138582915,-0.300672567,-0.098106632,-0.134315574,-0.212771859,0.980927152,-0.079366148,-0.156457569,-0.276254444
2012-12-07,1418.07,15.9,3084.42,65633.3,0.001334576,0.001890359,0.019636234,-0.011728267,-0.116236453,-0.137884215,-0.294311086,-0.100485235,-0.135185035,-0.21809694,0.946227418,-0.079511744,-0.156787196,-0.312349385
2012-12-14,1413.58,17,3112.3,66032.4,-0.003166275,0.06918239,0.009038977,0.006080755,-0.111628065,-0.132882079,-0.282160416,-0.090612929,-0.123508847,-0.190994383,0.990531682,-0.095291401,-0.166653968,-0.312729793
2012-12-21,1430.15,17.84,3290.48,66098.1,0.011722011,0.049411765,0.057250265,0.000994966,-0.111658181,-0.128498165,-0.279038945,-0.085105573,-0.105996095,-0.185370074,0.975701227,-0.086922257,-0.134746158,-0.285355336
2012-12-28,1402.43,22.72,3987.17,69509.2,-0.019382582,0.273542601,0.211728988,0.051606627,-0.108111107,-0.123730853,-0.281270341,-0.08611807,-0.108228205,-0.187522908,1.022305072,-0.08532945,-0.121989861,-0.311969855
2013-01-04,1466.47,13.83,2859.73,61262.9,0.045663598,-0.391285211,-0.282766975,-0.118636094,-0.108502616,-0.129591777,-0.29855465,-0.09154256,-0.122972779,-0.234536656,0.86329588,-0.094886259,-0.137838007,-0.349130105
2013-01-11,1472.05,13.36,2709.41,59646.3,0.003805056,-0.033984093,-0.052564403,-0.026387912,-0.107721407,-0.128204537,-0.295961974,-0.091923954,-0.122776362,-0.23571936,0.863527239,-0.094764449,-0.137408346,-0.350361626
2013-01-18,1485.98,12.46,2487.85,55828.3,0.009462994,-0.067365269,-0.081774261,-0.064010676,-0.107685185,-0.129047926,-0.293670933,-0.090146855,-0.12334664,-0.226145218,0.862229492,-0.095921408,-0.13718707,-0.351249298
2013-01-25,1502.96,12.89,2373.84,52673.8,0.011426803,0.034510433,-0.045826718,-0.056503601,-0.106062795,-0.127897067,-0.290123883,-0.087189133,-0.122224255,-0.222080074,0.904561404,-0.095737698,-0.138776056,-0.348025208
2013-02-01,1513.17,12.9,2420.72,53585.6,0.006793261,0.000775795,0.019748593,0.017310314,-0.111565286,-0.134962247,-0.292002861,-0.087407082,-0.120067643,-0.215254098,0.875636364,-0.095474832,-0.136214818,-0.329836115
2013-02-08,1517.93,13.02,2362.83,52388.6,0.003145714,0.009302326,-0.023914373,-0.022338091,-0.112486104,-0.13461915,-0.305344578,-0.090769027,-0.121703399,-0.248503623,0.891562729,-0.096219918,-0.136044236,-0.338431312
2013-02-15,1519.79,12.46,2270.34,51709.3,0.001225353,-0.043010753,-0.039143739,-0.012966561,-0.112194692,-0.134718843,-0.306524265,-0.090425083,-0.122669062,-0.251798683,0.802484186,-0.096795407,-0.135253931,-0.36295124
2013-02-22,1515.6,14.17,2320.28,51418.2,-0.00275696,0.137239165,0.021996705,-0.005629548,-0.110315596,-0.134599593,-0.306934074,-0.089442872,-0.121498362,-0.249155441,0.946469466,-0.097420671,-0.134990415,-0.361853485
2013-03-01,1518.2,15.36,2549.9,52434,0.001715492,0.08398024,0.098962194,0.019755651,-0.109478313,-0.130810781,-0.303681434,-0.087663739,-0.113431008,-0.244250814,0.924406233,-0.094880345,-0.128302153,-0.347272386
2013-03-08,1551.18,12.59,2219.82,50164.9,0.021723093,-0.180338542,-0.129448214,-0.043275356,-0.108297328,-0.130498833,-0.303831287,-0.085601542,-0.112980154,-0.246085604,0.8602245,-0.095815516,-0.133041455,-0.353900327
2013-03-15,1560.7,11.3,2133.5,50443.8,0.006137263,-0.102462272,-0.038886036,0.005559664,-0.107102233,-0.14385899,-0.310990012,-0.083606245,-0.113399504,-0.242766452,0.780945329,-0.095074267,-0.13742209,-0.350299969
2013-03-22,1556.89,13.57,2158.94,51390.6,-0.002441212,0.200884956,0.011924068,0.018769403,-0.103584584,-0.14384199,-0.31425187,-0.085090167,-0.11333426,-0.254440947,0.90639313,-0.087088698,-0.135427654,-0.338668435
2013-03-29,1569.19,12.7,2079.3,50456.8,0.007900365,-0.064112012,-0.036888473,-0.018170638,-0.103273271,-0.145361352,-0.315761671,-0.084901881,-0.11358831,-0.254899301,0.863945578,-0.086240573,-0.134716254,-0.337405403
2013-04-05,1553.28,13.92,2083,50591.9,-0.010138989,0.096062992,0.001779445,0.002677538,-0.102544099,-0.143906935,-0.317250777,-0.084901881,-0.11358831,-0.254899301,0.922508876,-0.082929807,-0.130129846,-0.342165793
2013-04-12,1588.85,12.06,1885.21,47533.3,0.022899928,-0.13362069,-0.094954393,-0.060456318,-0.104735912,-0.146589126,-0.323120645,-0.088101726,-0.117135188,-0.263206293,0.861428571,-0.086105436,-0.133717316,-0.348035647
2013-04-19,1555.25,14.97,2147.69,51047,-0.021147371,0.241293532,0.139231173,0.073920809,-0.10371871,-0.145869637,-0.316768165,-0.087952593,-0.116790753,-0.262449669,0.932876346,-0.086954728,-0.13372153,-0.331960314
2013-04-26,1582.24,13.61,1993.59,47707.9,0.017354123,-0.090848363,-0.07175151,-0.065412267,-0.102338155,-0.143940443,-0.311001155,-0.088155547,-0.117060425,-0.258234099,0.904233106,-0.088039994,-0.135182596,-0.327493392
2013-05-03,1614.42,12.85,1932.39,47111.9,0.020338255,-0.055841293,-0.030698388,-0.01249269,-0.102616729,-0.143625122,-0.308943796,-0.088145346,-0.115594858,-0.251979011,0.870343493,-0.08607672,-0.129066154,-0.309082549
2013-05-10,1633.7,12.59,1900.53,47195.2,0.011942369,-0.020233463,-0.016487355,0.001768131,-0.09567144,-0.143236208,-0.30439061,-0.087875032,-0.114872567,-0.245938348,0.853972868,-0.094053162,-0.136352572,-0.310174344
2013-05-17,1667.47,12.45,1886.6,47635.8,0.02067087,-0.011119936,-0.007329534,0.009335695,-0.095731001,-0.142482034,-0.294907865,-0.086851214,-0.113074675,-0.230052047,0.94807892,-0.09065924,-0.127960863,-0.279568679
2013-05-24,1649.6,13.99,1936.48,49002.8,-0.010716834,0.123694779,0.026439097,0.028696904,-0.092004682,-0.13723977,-0.28540835,-0.086851214,-0.113074675,-0.230052047,0.8943379,-0.09252569,-0.130863299,-0.286551948
