,SPX,VIX,ST,MT,SPXC,VIXC,STC,MTC,VIXRA52,STRA52,MTRA52,VIXRP52,STRP52,MTRP52,VS030,VIXRA26,STRA26,MTRA26
2009-01-02,931.8,39.19,143330.8,216540,0.067598533,-0.09658829,-0.135789383,-0.11553078,-0.259110119,-0.365792195,-0.553416465,-0.175091705,-0.088763087,-0.202329041,1.000373777,-0.297642963,-0.390701172,-0.598067281
2009-01-09,890.35,42.82,161643.3,225223.6,-0.044483795,0.09262567,0.127763886,0.040101598,-0.25871515,-0.363745616,-0.554077269,-0.175091705,-0.088763087,-0.202329041,0.966747299,-0.303132044,-0.392535409,-0.61708612
2009-01-16,850.12,46.11,178376,244476.9,-0.045184478,0.076833255,0.103516199,0.085485269,-0.260986238,-0.365198674,-0.555010272,-0.175723002,-0.082753105,-0.198375256,0.947790339,-0.306147624,-0.3975754,-0.615174579
2009-01-23,831.95,47.27,184854.7,246784.3,-0.021373453,0.025157233,0.036320469,0.009438111,-0.259952191,-0.361176142,-0.549649108,-0.174570022,-0.081215818,-0.188702983,0.950396369,-0.305957287,-0.399891438,-0.615539211
2009-01-30,825.88,44.84,165015.5,233245.8,-0.007296112,-0.051406812,-0.107323211,-0.054859649,-0.258811596,-0.350350742,-0.543821216,-0.174570022,-0.081215818,-0.188702983,1.021736477,-0.302269489,-0.377283739,-0.578907571
2009-02-06,868.6,43.37,156578.9,227944.8,0.051726643,-0.032783229,-0.051126106,-0.022727097,-0.262377142,-0.356155915,-0.552954223,-0.171755506,-0.084508665,-0.186424728,1.057989197,-0.308846607,-0.385425064,-0.593738421
2009-02-13,826.84,42.93,164318.1,232136.6,-0.048077366,-0.010145262,0.049426838,0.01838954,-0.261263394,-0.359136701,-0.554859641,-0.168231622,-0.08276915,-0.177146402,1.010499769,-0.306755461,-0.38764931,-0.590590901
2009-02-20,770.05,49.3,181742.2,246772.5,-0.068683179,0.148381085,0.106038836,0.063048653,-0.265462308,-0.363954797,-0.564618923,-0.168231622,-0.08276915,-0.177146402,1.06200954,-0.311535597,-0.393051182,-0.599525596
2009-02-27,735.09,46.35,173923,248753.4,-0.045399649,-0.059837728,-0.04302358,0.008027232,-0.260963902,-0.356737884,-0.564526645,-0.168231622,-0.08276915,-0.177146402,1.047838198,-0.303687949,-0.376669174,-0.592963039
2009-03-06,683.38,49.33,179229.2,244329.1,-0.070345128,0.06429342,0.030508903,-0.017785888,-0.266885214,-0.359532135,-0.55481816,-0.168231622,-0.08276915,-0.177146402,1.095179194,-0.310253389,-0.372273502,-0.562250663
2009-03-13,756.55,42.36,166810.1,229697.3,0.107070737,-0.141293331,-0.069291723,-0.059885621,-0.278357382,-0.371497514,-0.582262566,-0.188694283,-0.096651473,-0.219098808,1.016959616,-0.357255904,-0.395889315,-0.612155223
2009-03-20,768.54,45.89,187966.4,252701.5,0.015848259,0.083333333,0.126828651,0.100150067,-0.276633194,-0.359663373,-0.546353013,-0.182826798,-0.100313388,-0.201446152,0.981544291,-0.352974818,-0.388535332,-0.569483969
2009-03-27,815.94,41.04,172296.5,248157.4,0.061675384,-0.105687514,-0.083365431,-0.017982086,-0.279502988,-0.363395225,-0.550441363,-0.18646387,-0.106410578,-0.198054369,0.965063155,-0.367733897,-0.391395126,-0.5639366
2009-04-03,842.5,39.7,170642.2,251539.7,0.032551413,-0.032651072,-0.009601472,0.013629656,-0.280516358,-0.366279688,-0.549920677,-0.18603623,-0.106413999,-0.195735562,0.950865668,-0.417202164,-0.341541509,-0.48938325
2009-04-10,856.56,36.53,161585,248248.8,0.016688427,-0.079848866,-0.05307714,-0.013083024,-0.279326355,-0.365339321,-0.548056684,-0.186682088,-0.103976935,-0.198199842,0.927224599,-0.419747297,-0.421624854,-0.563926037
2009-04-17,869.6,33.94,147978.1,236140.2,0.015223685,-0.07090063,-0.08420893,-0.048776067,-0.279113815,-0.365198635,-0.547160277,-0.182918616,-0.102083166,-0.19284633,0.933490024,-0.416460887,-0.413214692,-0.567298721
2009-04-24,866.23,36.82,152893.6,240142.6,-0.003875345,0.084855628,0.033217753,0.016949253,-0.278397912,-0.365831573,-0.551527181,-0.18354444,-0.103723134,-0.20371924,0.974626583,-0.388851779,-0.407755094,-0.547390655
2009-05-01,877.52,35.3,147613.4,232913.5,0.01303349,-0.041281912,-0.034535128,-0.030103364,-0.278697872,-0.36573395,-0.55168748,-0.18520193,-0.104065875,-0.199638418,0.969019608,-0.400116703,-0.405158002,-0.541848921
2009-05-08,929.23,32.05,131833.5,214819.5,0.058927432,-0.092067989,-0.106900187,-0.077685493,-0.284918821,-0.370409823,-0.557048919,-0.196218801,-0.115313399,-0.210973555,0.983559842,-0.424300722,-0.408605281,-0.53524321
2009-05-15,882.88,33.12,133651.5,214470.2,-0.049880008,0.033385335,0.013790122,-0.001626016,-0.288682135,-0.370150203,-0.56339708,-0.196218801,-0.115313399,-0.210973555,0.997751358,-0.411415188,-0.402845406,-0.513823458
2009-05-22,887,32.63,131143.9,208140,0.004666546,-0.014794686,-0.018762229,-0.029515522,-0.289410805,-0.377220895,-0.563907143,-0.202919369,-0.136591202,-0.217118503,0.995033762,-0.374697188,-0.34977612,-0.429321488
2009-05-29,919.14,28.92,122307,202225,0.036234498,-0.11369905,-0.067383233,-0.028418372,-0.312391743,-0.384189455,-0.571650607,-0.200663367,-0.135566134,-0.216997482,0.938906603,-0.384513327,-0.372494653,-0.492459253
2009-06-05,940.09,29.62,124054.3,202790.2,0.022793046,0.024204703,0.014286181,0.002794907,-0.315721482,-0.386448877,-0.575424775,-0.199437586,-0.137781986,-0.219776247,0.937024065,-0.385193773,-0.368067026,-0.49013101
2009-06-12,946.21,28.15,114985.3,195890,0.006510015,-0.049628629,-0.073105084,-0.034026299,-0.314790811,-0.382222702,-0.575187821,-0.200190869,-0.128193232,-0.213568403,0.945310626,-0.442934265,-0.390310216,-0.552849813
2009-06-19,921.23,27.99,120937.4,203600.8,-0.026400059,-0.005683837,0.051764008,0.039362908,-0.313965367,-0.382077228,-0.575952638,-0.200190869,-0.128193232,-0.213568403,0.892172488,-0.448742847,-0.39958133,-0.553194761
2009-06-26,918.9,25.93,111233,198583.4,-0.002529227,-0.073597713,-0.080243167,-0.024643322,-0.312133901,-0.375592827,-0.572847496,-0.200190869,-0.128193232,-0.213568403,0.895417098,-0.417418868,-0.366474782,-0.535890896
2009-07-03,896.42,27.95,114109.4,198967.6,-0.024464033,0.077902044,0.025859232,0.001934704,-0.313957602,-0.375657081,-0.571255337,-0.200190869,-0.128193232,-0.213568403,0.933044017,-0.407657653,-0.376639399,-0.516911855
2009-07-10,879.13,29.02,118005.7,206453.3,-0.019287834,0.038282648,0.034145303,0.037622708,-0.31718687,-0.376064495,-0.577864098,-0.208684538,-0.129823898,-0.228405942,0.92609984,-0.400473557,-0.374668983,-0.515491417
2009-07-17,940.38,24.34,105775.2,197998.6,0.069671152,-0.161268091,-0.103643299,-0.040952118,-0.321977639,-0.383511074,-0.591473097,-0.213437532,-0.141883834,-0.237848848,0.955054577,-0.406874707,-0.399428917,-0.550600104
2009-07-24,979.26,23.09,94869.27,188412.7,0.041344988,-0.051355793,-0.103104792,-0.048413979,-0.323724816,-0.384086992,-0.596063074,-0.20902236,-0.136325997,-0.232907165,0.875806015,-0.416357371,-0.441768819,-0.612962695
2009-07-31,987.48,25.92,99301.4,195144.1,0.008394093,0.12256388,0.046718289,0.035726891,-0.317708175,-0.382643493,-0.589641761,-0.205576475,-0.14846592,-0.245624035,0.918741693,-0.360475869,-0.414271349,-0.569455339
2009-08-07,1010.48,24.76,93526.53,189451.3,0.023291611,-0.044753086,-0.058154971,-0.029172289,-0.319357767,-0.38253754,-0.590368096,-0.205975328,-0.139370293,-0.231884537,0.910533228,-0.359033052,-0.396019957,-0.545082502
2009-08-14,1004.09,24.27,93881.27,190343.8,-0.006323727,-0.019789984,0.003792934,0.004710973,-0.319903513,-0.38298288,-0.590534959,-0.205975328,-0.139370293,-0.231884537,0.867781892,-0.337081333,-0.357012636,-0.466109839
2009-08-21,1026.13,25.01,91089.49,194534.9,0.021950224,0.030490317,-0.029737348,0.022018579,-0.32146941,-0.383731861,-0.588321425,-0.205756008,-0.140115108,-0.235427526,0.904427339,-0.345048097,-0.371525131,-0.420186025
2009-08-28,1028.93,24.76,93447.5,197391.5,0.002728699,-0.009996002,0.025886741,0.014684255,-0.32202977,-0.382548996,-0.586233666,-0.208964966,-0.150147147,-0.247744406,0.858104763,-0.308484622,-0.327387361,-0.445752249
2009-09-04,1016.4,25.26,92915.44,197495.1,-0.012177699,0.020193861,-0.005693678,0.000524845,-0.327217517,-0.382468462,-0.585484385,-0.211832908,-0.141656217,-0.238653857,0.869065173,-0.25689657,-0.289513124,-0.33958523
2009-09-11,1042.73,24.15,84299.84,192726.8,0.025905155,-0.043942993,-0.09272517,-0.02414389,-0.353122538,-0.380350503,-0.587235786,-0.263397955,-0.124060102,-0.230185158,0.899202128,-0.287655835,-0.392558537,-0.546918831
2009-09-18,1068.3,23.92,81209.67,190809,0.024522168,-0.00952381,-0.03665689,-0.009950873,-0.353117781,-0.385779083,-0.586869791,-0.263153588,-0.124504935,-0.231757329,0.902889301,-0.264362243,-0.369478445,-0.530226171
2009-09-25,1044.38,25.61,81830.11,194804.5,-0.022390714,0.070652174,0.007639977,0.020939788,-0.358065089,-0.38131889,-0.566060124,-0.263153588,-0.124504935,-0.231757329,0.940802939,-0.269261937,-0.38843072,-0.59062261
2009-10-02,1025.21,28.68,83414.23,196853.7,-0.018355388,0.119875049,0.019358644,0.010519264,-0.370717854,-0.339700374,-0.493499256,-0.263153588,-0.124504935,-0.231757329,1.016184752,-0.265586428,-0.395433269,-0.602885057
2009-10-09,1071.49,23.12,75409.58,185993.8,0.045141971,-0.193863319,-0.095962643,-0.055167365,-0.363445287,-0.410319713,-0.566332742,-0.256065157,-0.223793712,-0.333449148,0.896,-0.254697799,-0.419142446,-0.651098608
2009-10-16,1087.68,21.43,71506.96,182412,0.0151098,-0.073096886,-0.051752311,-0.019257631,-0.356065409,-0.410235165,-0.579612731,-0.2556485,-0.223989227,-0.33593195,0.857751412,-0.259852726,-0.428758585,-0.656266053
2009-10-23,1079.6,22.27,67902.59,179173.6,-0.007428655,0.039197387,-0.050405863,-0.017753218,-0.343496663,-0.40913816,-0.567660984,-0.229981074,-0.264135551,-0.351488926,0.918350515,-0.261027605,-0.420109725,-0.657180139
2009-10-30,1036.19,30.69,77248.29,187992,-0.040209337,0.378087113,0.137633925,0.049217072,-0.286070462,-0.397477885,-0.569996051,-0.229981074,-0.264135551,-0.351488926,1.104311508,-0.180657059,-0.362476995,-0.663435903
2009-11-06,1069.3,24.19,71661.99,183371.3,0.031953599,-0.211795373,-0.072316164,-0.024579237,-0.2716885,-0.395111987,-0.557766166,-0.202303847,-0.262824868,-0.351537045,0.932690719,-0.167426249,-0.348897336,-0.665612475
2009-11-13,1093.48,23.36,69899.44,185663.9,0.022612924,-0.034311699,-0.024595326,0.012502502,-0.260004426,-0.385517318,-0.537946362,-0.203096818,-0.263920939,-0.350083071,0.909707928,-0.168357511,-0.349037846,-0.667524093
2009-11-20,1091.38,22.19,65312.04,186897.7,-0.001920474,-0.050085616,-0.065628566,0.006645341,-0.233565759,-0.347416185,-0.478005401,-0.145236412,-0.195066583,-0.256114042,0.90497553,-0.162556585,-0.330129527,-0.654397409
2009-11-27,1091.49,24.74,64814.65,189151.5,0.00010079,0.114916629,-0.007615594,0.012059003,-0.22633668,-0.357541111,-0.521131029,-0.149668998,-0.205639728,-0.270525254,0.988639607,-0.159810634,-0.343151456,-0.65754183
2009-12-04,1105.98,21.25,61676.69,186024.5,0.013275431,-0.141067098,-0.048414363,-0.016531722,-0.224214112,-0.358576988,-0.522553049,-0.143070552,-0.205361302,-0.261478397,0.869984794,-0.154768782,-0.352830496,-0.690822439
2009-12-11,1106.41,21.59,61270.58,188139.6,0.000388795,0.016,-0.006584497,0.011370008,-0.234565799,-0.375930264,-0.581116212,-0.174328651,-0.252725691,-0.356682334,0.867566016,-0.155133659,-0.346322564,-0.677341722
2009-12-18,1102.47,21.68,56698.95,182797.6,-0.003561067,0.004168597,-0.074613787,-0.02839381,-0.23616054,-0.371697706,-0.571293925,-0.174328651,-0.252725691,-0.356682334,0.907872697,-0.159716756,-0.349064257,-0.666864706
2009-12-25,1126.48,19.47,52254.44,171937.8,0.02177837,-0.101937269,-0.078387871,-0.059408876,-0.227704791,-0.359632442,-0.56052286,-0.162217357,-0.22626001,-0.319819248,0.869820503,-0.154365837,-0.335889301,-0.595135724
2010-01-01,1115.1,21.68,54338.49,174889.1,-0.010102265,0.113507961,0.039882735,0.017164928,-0.21915742,-0.360332445,-0.544932782,-0.162217357,-0.22626001,-0.319819248,0.904544777,-0.152067843,-0.326521034,-0.595431387
2010-01-08,1144.98,18.13,47335.02,163528,0.026795803,-0.163745387,-0.128885989,-0.064961739,-0.210015774,-0.346597552,-0.532220219,-0.151402655,-0.205334932,-0.298668766,0.839213093,-0.133307378,-0.275508304,-0.485479505
2010-01-15,1136.03,17.91,47194.2,161507.9,-0.00781673,-0.012134584,-0.002974964,-0.012353236,-0.208552697,-0.345147192,-0.525519177,-0.151402655,-0.205334932,-0.298668766,0.80533162,-0.1292697,-0.264866483,-0.450778493
2010-01-22,1091.76,27.31,51428.18,168424.9,-0.038969041,0.524846454,0.08971399,0.042827626,-0.165492681,-0.367778146,-0.57250745,-0.151402655,-0.205334932,-0.298668766,1.1008926,-0.113330019,-0.302438879,-0.548015929
2010-01-29,1073.87,24.62,51269.24,168642.1,-0.016386385,-0.098498718,-0.003090524,0.001289596,-0.159508268,-0.363548102,-0.564096203,-0.154418246,-0.203823958,-0.295562269,0.98776329,-0.106407903,-0.301876866,-0.54514343
2010-02-05,1066.19,26.11,52836.18,173301.6,-0.007151704,0.060519903,0.030562965,0.027629518,-0.160138228,-0.35172944,-0.545161561,-0.154418246,-0.203823958,-0.295562269,1.006581302,-0.107402777,-0.297883506,-0.532286037
2010-02-12,1075.51,22.73,50595.11,172293.1,0.008741406,-0.129452317,-0.042415443,-0.005819335,-0.147703951,-0.329128747,-0.498968784,-0.143816478,-0.204509852,-0.300021994,0.914622404,-0.10618127,-0.296225023,-0.575808928
2010-02-19,1109.17,20.02,43389.43,162201.8,0.03129678,-0.119225693,-0.142418506,-0.058570541,-0.152544835,-0.325391439,-0.48516208,-0.142630284,-0.189023131,-0.292234032,0.92605564,-0.109119606,-0.296620137,-0.582731989
2010-02-26,1104.49,19.5,41990.65,159936,-0.004219371,-0.025974026,-0.032237805,-0.013969019,-0.145896196,-0.306237848,-0.497980468,-0.142630284,-0.189023131,-0.292234032,0.912311188,-0.108293153,-0.294230309,-0.575602708
2010-03-05,1138.7,17.42,38449.68,154636.8,0.030973572,-0.106666667,-0.084327582,-0.033133253,-0.133850392,-0.287996732,-0.434948352,-0.11384957,-0.171311352,-0.215921476,0.865866648,-0.109652554,-0.298259503,-0.58062303
2010-03-12,1149.99,17.58,38224.2,155885.2,0.009914815,0.009184845,-0.005864288,0.008073111,-0.136164965,-0.336319594,-0.564282275,-0.122305357,-0.240031774,-0.310629827,0.854880167,-0.109279317,-0.29358871,-0.567948056
2010-03-19,1159.9,16.97,35910.37,154420.2,0.008617466,-0.034698521,-0.060533118,-0.009397942,-0.131088557,-0.32235866,-0.554334931,-0.115643553,-0.222564452,-0.319500438,0.852491209,-0.107343991,-0.286245013,-0.555506987
2010-03-26,1166.59,17.77,35443.74,154926.9,0.005767739,0.047142015,-0.012994297,0.003281306,-0.129964196,-0.32574893,-0.572237434,-0.119485261,-0.241716195,-0.358675601,0.881573352,-0.104930814,-0.280329923,-0.54021396
2010-04-02,1178.1,17.47,33882.22,154113,0.009866363,-0.016882386,-0.044056299,-0.005253445,-0.129917941,-0.32525772,-0.571068137,-0.121797973,-0.24307475,-0.361855628,0.891164146,-0.098697543,-0.264414025,-0.503436295
2010-04-09,1194.37,16.14,31378.94,150439.4,0.013810373,-0.076130509,-0.073881818,-0.023837055,-0.129735963,-0.326422802,-0.583929186,-0.12135098,-0.245810029,-0.380700178,0.859653795,-0.098521629,-0.26230258,-0.501587558
2010-04-16,1192.13,18.36,31963.48,152829.9,-0.001875466,0.137546468,0.018628418,0.015890119,-0.128009872,-0.328145326,-0.583253088,-0.12135098,-0.245810029,-0.380700178,0.929032258,-0.096451748,-0.262774953,-0.505011086
2010-04-23,1217.28,16.62,29582.49,154094.9,0.021096692,-0.094771242,-0.07449095,0.008277176,-0.128280558,-0.327857088,-0.577438633,-0.119878153,-0.242699532,-0.374994738,0.883036053,-0.091124138,-0.263165694,-0.429004111
2010-04-30,1186.69,22.05,34101.66,164608.8,-0.025129798,0.326714801,0.152765031,0.068230032,-0.119971509,-0.28938581,-0.537144644,-0.113529764,-0.219161412,-0.3288179,0.995485327,-0.088537418,-0.222905221,-0.409824595
2010-05-07,1110.88,40.95,48360.73,199962.1,-0.063883575,0.857142857,0.418134191,0.214771628,-0.101838286,-0.217762159,-0.420919813,-0.113529764,-0.219161412,-0.3288179,1.293255132,-0.082986055,-0.175900977,-0.346948915
2010-05-14,1135.68,31.24,44166.17,187605.5,0.022324644,-0.237118437,-0.086734836,-0.06179471,-0.100654556,-0.218163697,-0.419297161,-0.096870322,-0.210943295,-0.313982683,1.081169273,-0.083306708,-0.180357134,-0.345554042
2010-05-21,1087.69,40.1,54917.27,217889.2,-0.042256622,0.283610755,0.243423869,0.16142224,-0.102290185,-0.210149668,-0.386196496,-0.094367145,-0.207888018,-0.307753184,1.12185764,-0.087685851,-0.179208437,-0.327920459
2010-05-28,1089.41,32.07,47049.72,203790.7,0.001581333,-0.200249377,-0.143261856,-0.064704905,-0.099401575,-0.203438438,-0.371381443,-0.080494696,-0.175781709,-0.252071867,1.045209051,-0.084689656,-0.169623029,-0.311419328
2010-06-04,1064.88,35.48,50417.96,209337.8,-0.022516775,0.106329903,0.071588949,0.027219593,-0.100343693,-0.2060235,-0.377567585,-0.079570991,-0.179576349,-0.26287849,1.069825544,-0.085462903,-0.171416377,-0.314729295
2010-06-11,1091.6,28.79,46783.24,204601.4,0.025092029,-0.188556933,-0.07209177,-0.022625632,-0.100890127,-0.205013704,-0.375380154,-0.077501744,-0.180165549,-0.26352384,0.945706241,-0.086594243,-0.177011273,-0.324175783
2010-06-18,1117.51,23.95,40541.96,190321.3,0.023735801,-0.168113928,-0.13340846,-0.069794733,-0.10175884,-0.206631684,-0.374877713,-0.076133536,-0.16932957,-0.244990382,0.90083775,-0.086535111,-0.175558486,-0.323195591
2010-06-25,1076.77,28.53,44773.05,203822.9,-0.03645605,0.191231733,0.104363233,0.070941088,-0.103132592,-0.208843156,-0.382331528,-0.076133536,-0.16932957,-0.244990382,0.956236533,-0.088742743,-0.179936127,-0.331698629
2010-07-02,1022.58,30.12,48802.44,225570.1,-0.050326439,0.05573081,0.089995879,0.106696549,-0.103946587,-0.214345456,-0.390426244,-0.076133536,-0.16932957,-0.244990382,0.92448342,-0.087674527,-0.185200846,-0.342825114
2010-07-09,1077.96,24.98,41594.56,207989.3,0.054157132,-0.17065073,-0.147695074,-0.077939408,-0.102552333,-0.211810602,-0.386385604,-0.071758748,-0.16810505,-0.254221446,0.887163876,-0.093450402,-0.196041176,-0.365798831
2010-07-16,1064.88,26.25,43841.32,219073.4,-0.012134031,0.050840673,0.054015717,0.053291684,-0.101598132,-0.208334696,-0.377989269,-0.074071116,-0.15917877,-0.239702304,0.86541858,-0.097042826,-0.19167221,-0.3576528
2010-07-23,1102.66,23.47,38013.43,205496.8,0.035478176,-0.105904762,-0.132931445,-0.061972837,-0.10392009,-0.212374532,-0.385825735,-0.079439212,-0.176929204,-0.256088217,0.868340381,-0.101946974,-0.194801567,-0.364535026
2010-07-30,1101.6,23.5,36459.01,195172.6,-0.000961312,0.001278228,-0.040891338,-0.050240198,-0.103424302,-0.210893542,-0.375724336,-0.080695365,-0.177741435,-0.255682594,0.880562061,-0.101745743,-0.193873881,-0.353121033
2010-08-06,1121.64,21.74,34698.62,192220.5,0.018191721,-0.074893617,-0.048284087,-0.015125586,-0.103956369,-0.21130877,-0.376662157,-0.0807311,-0.177157796,-0.255453072,0.826503734,-0.103211574,-0.194680838,-0.354358894
2010-08-13,1079.25,26.24,38507.3,205857.1,-0.037792875,0.20699172,0.109764596,0.070942485,-0.10610542,-0.213987533,-0.386383627,-0.087640782,-0.182882388,-0.282878782,0.866670599,-0.10427024,-0.198057657,-0.358970184
2010-08-20,1071.69,25.49,37078.5,208165.4,-0.007004864,-0.028582317,-0.037104653,0.011213118,-0.105819539,-0.214073874,-0.387150043,-0.0834207,-0.183552625,-0.272505269,0.852426906,-0.104105213,-0.197578193,-0.361626066
2010-08-27,1064.59,24.45,34800.23,206069.1,-0.00662505,-0.040800314,-0.061444503,-0.010070358,-0.10538574,-0.212271502,-0.386299686,-0.0834207,-0.183552625,-0.272505269,0.854809709,-0.101329261,-0.191570434,-0.353191476
2010-09-03,1104.51,21.31,30739.67,201184.1,0.037498004,-0.128425358,-0.116681987,-0.02370564,-0.106385051,-0.213877423,-0.388242397,-0.088399162,-0.190359275,-0.270680395,0.826426593,-0.104084022,-0.195997091,-0.360483686
2010-09-10,1109.55,21.99,29885.06,198818.1,0.004563109,0.031909901,-0.027801535,-0.011760373,-0.106087352,-0.213124104,-0.386580099,-0.09622429,-0.204000373,-0.285316057,0.849972391,-0.103906928,-0.196298244,-0.359571698
2010-09-17,1125.59,22.01,27733.53,194724.3,0.014456311,0.000909504,-0.071993498,-0.020590681,-0.105639224,-0.212412241,-0.385178337,-0.094638392,-0.204074606,-0.286341527,0.888444461,-0.104317826,-0.196445013,-0.360312089
2010-09-24,1148.67,21.71,26888.04,194147.2,0.020504802,-0.013630168,-0.030486202,-0.002963677,-0.105333083,-0.211942355,-0.384623894,-0.091870001,-0.197155122,-0.278791102,0.88149652,-0.10467331,-0.197264547,-0.361548634
2010-10-01,1146.24,22.5,27543.83,196877.1,-0.00211549,0.036388761,0.024389654,0.014060981,-0.103022185,-0.207665122,-0.376610494,-0.083576469,-0.187531815,-0.255260657,0.866455783,-0.104376591,-0.19706135,-0.361095469
2010-10-08,1165.15,20.71,25058.57,192755.1,0.016497418,-0.079555556,-0.090229282,-0.02093692,-0.103073396,-0.207159874,-0.376786242,-0.083465246,-0.185330295,-0.254904748,0.850139276,-0.105797092,-0.197067895,-0.362496825
2010-10-15,1176.19,19.03,23548.97,183078,0.009475175,-0.081120232,-0.060242863,-0.050204119,-0.102880084,-0.208098024,-0.374840186,-0.083628786,-0.186832536,-0.237817121,0.802349044,-0.104827819,-0.195615838,-0.3566128
2010-10-22,1183.08,18.78,20693.15,173999.5,0.005857897,-0.013137152,-0.121271546,-0.049588154,-0.10192765,-0.201480226,-0.362038872,-0.085860666,-0.168084017,-0.219619088,0.873198273,-0.106921852,-0.19361649,-0.349097882
2010-10-29,1183.26,21.2,21254.64,170901.8,0.000152145,0.12886049,0.0271341,-0.017802925,-0.10034238,-0.198946292,-0.357731942,-0.084217472,-0.169324918,-0.226715526,0.932600157,-0.156445552,-0.22946799,-0.371831606
2010-11-05,1225.85,18.26,18228,157102.1,0.03599378,-0.138679245,-0.142399024,-0.08074637,-0.101532223,-0.200897969,-0.362341158,-0.089214515,-0.185062615,-0.2649692,0.908780661,-0.169448008,-0.231299988,-0.377215303
2010-11-12,1199.21,20.61,19481.46,167007,-0.02173186,0.128696605,0.068765635,0.063047534,-0.102706396,-0.203061824,-0.36257727,-0.089214515,-0.185062615,-0.2649692,0.934845294,-0.174320678,-0.261762651,-0.423323985
2010-11-19,1199.73,18.04,18011.07,161334.6,0.000433619,-0.124696749,-0.075476376,-0.033965043,-0.102031516,-0.201709555,-0.360081062,-0.084117867,-0.17961895,-0.250295254,0.863630146,-0.187164729,-0.278898281,-0.441683588
2010-11-26,1189.4,22.22,18549.13,165497.8,-0.008610271,0.231707317,0.02987385,0.025804756,-0.100925236,-0.201476667,-0.359675143,-0.086940398,-0.179886334,-0.249828669,1.001223045,-0.162323668,-0.278701435,-0.433939803
2010-12-03,1224.71,18.01,16797.73,157352.5,0.029687237,-0.189468947,-0.094419523,-0.049216968,-0.101724079,-0.203209214,-0.362897059,-0.083535819,-0.176180559,-0.241059825,0.872396374,-0.164573207,-0.279585257,-0.435507395
2010-12-10,1240.4,17.61,15460.92,148314.7,0.012811196,-0.022209883,-0.079582777,-0.057436647,-0.101875478,-0.204712353,-0.362140194,-0.0836903,-0.176209273,-0.22845947,0.904070407,-0.16836211,-0.283809779,-0.432583727
2010-12-17,1243.91,16.11,15573.2,147756.5,0.002829732,-0.085178876,0.007262181,-0.003763619,-0.100897212,-0.203647088,-0.362638394,-0.083511062,-0.176629749,-0.243252619,0.922440269,-0.159181193,-0.278570114,-0.422573684
2010-12-24,1256.77,16.47,15238.18,147698.8,0.010338369,0.022346369,-0.021512599,-0.000390507,-0.100715722,-0.203622468,-0.361929518,-0.08285951,-0.174928325,-0.242930198,0.822178641,-0.145967664,-0.252570403,-0.399286879
2010-12-31,1257.64,17.75,15221.34,151826.4,0.000692251,0.077717061,-0.001105119,0.027946063,-0.099870831,-0.203164788,-0.359907362,-0.084469875,-0.179105935,-0.247304411,0.868122271,-0.129708465,-0.230840524,-0.351509465
2011-01-07,1271.5,17.14,14614.59,147361.8,0.011020642,-0.034366197,-0.039861799,-0.029405953,-0.10015927,-0.203143724,-0.360667912,-0.084880722,-0.179204676,-0.247104703,0.849415929,-0.127258717,-0.233426023,-0.359972642
2011-01-14,1293.24,15.46,12764.03,138707.5,0.017097916,-0.098016336,-0.126624148,-0.058728246,-0.103704944,-0.197560373,-0.351349646,-0.084694406,-0.172180667,-0.239081439,0.850869779,-0.121037085,-0.217341328,-0.335757222
2011-01-21,1283.35,18.47,13079.24,138682.7,-0.007647459,0.19469599,0.024695179,-0.000178794,-0.10469709,-0.197171321,-0.351077112,-0.084694406,-0.172180667,-0.239081439,0.964131245,-0.113891079,-0.217512665,-0.362385877
2011-01-28,1276.34,20.04,13218.62,135944,-0.005462267,0.085002707,0.010656582,-0.019747957,-0.104569813,-0.197284548,-0.349452224,-0.084694406,-0.172180667,-0.239081439,1.007487207,-0.113357027,-0.216806213,-0.358702844
2011-02-04,1310.87,15.93,11901.54,126284.2,0.02705392,-0.20508982,-0.099638238,-0.0710572,-0.105504536,-0.198379485,-0.34924232,-0.087045452,-0.172922135,-0.237530695,0.871512309,-0.097496754,-0.200115116,-0.317548583
2011-02-11,1329.15,15.69,11422.94,119925.1,0.013944937,-0.015065913,-0.040213283,-0.050355468,-0.104490537,-0.197809882,-0.344865323,-0.084663525,-0.169707791,-0.223913433,0.876798723,-0.098370374,-0.198549248,-0.30677194
2011-02-18,1343.01,16.43,11779.82,124535.4,0.010427717,0.047163799,0.031242395,0.038443162,-0.104496701,-0.196405213,-0.34031532,-0.082975804,-0.156416962,-0.203551411,0.876867948,-0.098795047,-0.189074753,-0.265025058
2011-02-25,1319.88,19.22,12792.37,131024.4,-0.017222508,0.169811321,0.085956322,0.052105666,-0.103814827,-0.19470412,-0.338018762,-0.081287837,-0.153894245,-0.201755423,0.939197208,-0.096772937,-0.180238066,-0.274372475
2011-03-04,1321.15,19.06,12794.82,131452.8,0.000962209,-0.008324662,0.00019152,0.00326962,-0.103727012,-0.194845679,-0.338608797,-0.083688644,-0.160205447,-0.21249627,0.924537454,-0.096586345,-0.180296844,-0.274699979
2011-03-11,1304.28,20.08,13431.83,136118.8,-0.012769178,0.053515215,0.049786554,0.03549563,-0.103985122,-0.19544366,-0.339121246,-0.083099851,-0.159717577,-0.210471458,0.919594374,-0.098899771,-0.184300708,-0.281047435
